Code,Name,State,CBSA Code,Wage Index
18500,"Henderson", Kentucky,50219,0.8401
15640,"Posey", Indiana  ,50219,0.8401
15810,"Vanderburgh", Indiana  ,50219,0.8401
15860,"Warrick", Indiana  ,50219,0.8401
18989,"Webster", Kentucky,50057,0.8401
2090,"Fairbanks", Alaska  ,21820,1.0816
40180,"Ceiba", Puerto Rico  ,21940,0.3663
40260,"Fajardo", Puerto Rico  ,21940,0.3663
40440,"Luquillo", Puerto Rico  ,21940,0.3663
35080,"Cass", North Dakota  ,22020,0.8108
24130,"Clay", Minnesota  ,22020,0.8108
32220,"San Juan", New Mexico  ,22140,0.9323
34250,"Cumberland", North Carolina  ,50220,0.8971
34460,"Hoke", North Carolina  ,50096,0.8971
4030,"Benton", Arkansas  ,50221,0.9288
4430,"Madison", Arkansas  ,50008,0.9288
26590,"Mc Donald", Missouri  ,50078,0.9288
4710,"Washington", Arkansas  ,50221,0.9288
3020,"Coconino", Arizona  ,22380,1.2369
23240,"Genesee", Michigan  ,22420,1.1257
42150,"Darlington", South Carolina  ,50116,0.8087
42200,"Florence", South Carolina  ,50223,0.8087
1160,"Colbert", Alabama  ,22520,0.7679
1380,"Lauderdale", Alabama  ,22520,0.7679
52190,"Fond Du Lac", Wisconsin  ,22540,0.9158
6340,"Larimer", Colorado  ,22660,0.9833
10050,"Broward", Florida  ,22744,1.0363
4160,"Crawford", Arkansas  ,50224,0.7848
4230,"Franklin", Arkansas  ,50009,0.7848
37390,"Le Flore", Oklahoma  ,50105,0.7848
4650,"Sebastian", Arkansas  ,50224,0.7848
37670,"Sequoyah", Oklahoma  ,50224,0.7848
15010,"Allen", Indiana  ,23060,0.9633
15890,"Wells", Indiana  ,23060,0.9633
15910,"Whitley", Indiana  ,23060,0.9633
45720,"Johnson", Texas  ,50227,0.9516
45843,"Parker", Texas  ,50227,0.9516
45910,"Tarrant", Texas  ,50227,0.9516
45973,"Wise", Texas  ,50131,0.9516
5090,"Fresno", California  ,23420,1.1593
1270,"Etowah", Alabama  ,23460,0.7697
10000,"Alachua", Florida  ,50228,0.9631
10200,"Gilchrist", Florida  ,50017,0.9631
11550,"Hall", Georgia  ,23580,0.9327
15360,"Jasper", Indiana  ,50040,0.9259
15440,"Lake", Indiana  ,50230,0.9259
15550,"Newton", Indiana  ,50040,0.9259
15630,"Porter", Indiana  ,50230,0.9259
33750,"Warren", New York  ,24020,0.8340
33760,"Washington", New York  ,24020,0.8340
34950,"Wayne", North Carolina  ,24140,0.8560
35170,"Grand Forks", North Dakota  ,24220,0.7250
24590,"Polk", Minnesota  ,24220,0.7250
6380,"Mesa", Colorado  ,24300,0.9415
23070,"Barry", Michigan  ,50068,0.9125
23330,"Ionia", Michigan  ,50068,0.9125
23400,"Kent", Michigan  ,50232,0.9125
23610,"Newaygo", Michigan  ,50068,0.9125
27060,"Cascade", Montana  ,24500,0.7927
6610,"Weld", Colorado  ,24540,0.9593
52040,"Brown", Wisconsin  ,50233,0.9793
52300,"Kewaunee", Wisconsin  ,50159,0.9793
52410,"Oconto", Wisconsin  ,50159,0.9793
34400,"Guilford", North Carolina  ,50235,0.8638
34750,"Randolph", North Carolina  ,50235,0.8638
34780,"Rockingham", North Carolina  ,50097,0.8638
34390,"Greene", North Carolina  ,50098,0.9694
34730,"Pitt", North Carolina  ,50236,0.9694
42220,"Greenville", South Carolina  ,50238,0.9737
42290,"Laurens", South Carolina  ,50117,0.9737
42380,"Pickens", South Carolina  ,50238,0.9737
40080,"Arroyo", Puerto Rico  ,25020,0.3696
40280,"Guayama", Puerto Rico  ,25020,0.3696
40540,"Patillas", Puerto Rico  ,25020,0.3696
25220,"Hancock", Mississippi  ,50180,0.8544
25230,"Harrison", Mississippi  ,50180,0.8544
25650,"Stone", Mississippi  ,50072,0.8544
51010,"Berkeley", West Virginia  ,50345,0.9422
51320,"Morgan", West Virginia  ,50156,0.9422
21210,"Washington", Maryland  ,50239,0.9422
5150,"Kings", California  ,25260,1.0992
39270,"Cumberland", Pennsylvania  ,25420,0.9525
39280,"Dauphin", Pennsylvania  ,25420,0.9525
39610,"Perry", Pennsylvania  ,25420,0.9525
49421,"Harrisonburg City", Virginia  ,25500,0.9087
49820,"Rockingham", Virginia  ,25500,0.9087
7010,"Hartford", Connecticut  ,25540,1.0869
7030,"Middlesex", Connecticut  ,25540,1.0869
7060,"Tolland", Connecticut  ,25540,1.0869
25170,"Forrest", Mississippi  ,50241,0.8035
25360,"Lamar", Mississippi  ,50241,0.8035
25550,"Perry", Mississippi  ,50073,0.8035
34010,"Alexander", North Carolina  ,25860,0.8677
34110,"Burke", North Carolina  ,25860,0.8677
34130,"Caldwell", North Carolina  ,25860,0.8677
34170,"Catawba", North Carolina  ,25860,0.8677
11680,"Liberty", Georgia  ,25980,0.8843
11691,"Long", Georgia  ,25980,0.8843
23690,"Ottawa", Michigan  ,26100,0.8024
12020,"Honolulu", Hawaii  ,26180,1.2156
4250,"Garland", Arkansas  ,26300,0.8944
19280,"Lafourche", Louisiana  ,26380,0.7928
19540,"Terrebonne", Louisiana  ,26380,0.7928
45070,"Austin", Texas  ,50132,0.9933
45180,"Brazoria", Texas  ,50186,0.9933
45280,"Chambers", Texas  ,50242,0.9933
45530,"Fort Bend", Texas  ,50242,0.9933
45550,"Galveston", Texas  ,50229,0.9933
45610,"Harris", Texas  ,50242,0.9933
45757,"Liberty", Texas  ,50242,0.9933
45801,"Montgomery", Texas  ,50242,0.9933
45884,"San Jacinto", Texas  ,50132,0.9933
45950,"Waller", Texas  ,50242,0.9933
18090,"Boyd", Kentucky,26580,0.8635
51050,"Cabell", West Virginia  ,26580,0.8635
18440,"Greenup", Kentucky,26580,0.8635
36450,"Lawrence", Ohio,26580,0.8635
51490,"Wayne", West Virginia  ,26580,0.8635
1410,"Limestone", Alabama  ,26620,0.8667
1440,"Madison", Alabama  ,26620,0.8667
13090,"Bonneville", Idaho  ,26820,0.9114
13250,"Jefferson", Idaho  ,26820,0.9114
15050,"Boone", Indiana  ,50244,0.9870
15060,"Brown", Indiana  ,50041,0.9870
15280,"Hamilton", Indiana  ,50244,0.9870
15290,"Hancock", Indiana  ,50244,0.9870
15310,"Hendricks", Indiana  ,50244,0.9870
15400,"Johnson", Indiana  ,50244,0.9870
15480,"Marion", Indiana  ,50244,0.9870
15540,"Morgan", Indiana  ,50244,0.9870
15660,"Putnam", Indiana  ,50041,0.9870
15720,"Shelby", Indiana  ,50244,0.9870
16510,"Johnson", Iowa  ,50245,1.0120
16910,"Washington", Iowa  ,50047,1.0120
33730,"Tompkins", New York  ,27060,0.9249
23370,"Jackson", Michigan  ,27100,0.8511
25140,"Copiah", Mississippi  ,50074,0.8177
25240,"Hinds", Mississippi  ,50246,0.8177
25440,"Madison", Mississippi  ,50246,0.8177
25600,"Rankin", Mississippi  ,50246,0.8177
25630,"Simpson", Mississippi  ,50074,0.8177
44110,"Chester", Tennessee  ,27180,0.7672
44560,"Madison", Tennessee  ,27180,0.7672
10010,"Baker", Florida  ,50018,0.8883
10090,"Clay", Florida  ,50247,0.8883
10150,"Duval", Florida  ,50247,0.8883
10440,"Nassau", Florida  ,50247,0.8883
10540,"St. Johns", Florida  ,50247,0.8883
34660,"Onslow", North Carolina  ,27340,0.7957
52520,"Rock", Wisconsin  ,27500,0.9458
26130,"Callaway", Missouri  ,27620,0.8263
26250,"Cole", Missouri  ,27620,0.8263
26670,"Moniteau", Missouri  ,27620,0.8263
26750,"Osage", Missouri  ,27620,0.8263
44090,"Carter", Tennessee  ,27740,0.7359
44850,"Unicoi", Tennessee  ,27740,0.7359
44890,"Washington", Tennessee  ,27740,0.7359
39160,"Cambria", Pennsylvania  ,27780,0.8116
4150,"Craighead", Arkansas  ,50251,0.8084
4550,"Poinsett", Arkansas  ,50010,0.8084
26480,"Jasper", Missouri  ,27900,0.7828
26720,"Newton", Missouri  ,27900,0.7828
23380,"Kalamazoo", Michigan  ,28020,0.9834
23790,"Van Buren", Michigan  ,28020,0.9834
14540,"Kankakee", Illinois  ,28100,1.0127
26060,"Bates", Missouri  ,50079,0.9614
26120,"Caldwell", Missouri  ,50079,0.9614
26180,"Cass", Missouri  ,50252,0.9614
26230,"Clay", Missouri  ,50252,0.9614
26240,"Clinton", Missouri  ,50252,0.9614
17290,"Franklin", Kansas  ,50050,0.9614
26470,"Jackson", Missouri  ,50252,0.9614
17450,"Johnson", Kansas  ,50252,0.9614
26530,"Lafayette", Missouri  ,50252,0.9614
17510,"Leavenworth", Kansas  ,50252,0.9614
17530,"Linn", Kansas  ,50050,0.9614
17600,"Miami", Kansas  ,50252,0.9614
26820,"Platte", Missouri  ,50252,0.9614
26880,"Ray", Missouri  ,50252,0.9614
17986,"Wyandotte", Kansas  ,50252,0.9614
50020,"Benton", Washington  ,28420,0.9708
50100,"Franklin", Washington  ,28420,0.9708
45120,"Bell", Texas  ,50254,0.9102
45341,"Coryell", Texas  ,50254,0.9102
45752,"Lampasas", Texas  ,50133,0.9102
49111,"Bristol City", Virginia  ,28700,0.7325
44360,"Hawkins", Tennessee  ,28700,0.7325
49840,"Scott", Virginia  ,28700,0.7325
44810,"Sullivan", Tennessee  ,28700,0.7325
49950,"Washington", Virginia  ,28700,0.7325
33740,"Ulster", New York  ,28740,0.8953
44000,"Anderson", Tennessee  ,28940,0.7575
44040,"Blount", Tennessee  ,28940,0.7575
44460,"Knox", Tennessee  ,28940,0.7575
44520,"Loudon", Tennessee  ,28940,0.7575
44860,"Union", Tennessee  ,28940,0.7575
15330,"Howard", Indiana  ,29020,0.8756
15790,"Tipton", Indiana  ,29020,0.8756
24270,"Houston", Minnesota  ,29100,1.0070
52310,"La Crosse", Wisconsin  ,29100,1.0070
15030,"Benton", Indiana  ,50042,0.9316
15070,"Carroll", Indiana  ,50042,0.9316
15780,"Tippecanoe", Indiana  ,50258,0.9316
19270,"Lafayette", Louisiana  ,29180,0.8565
19490,"St Martin", Louisiana  ,29180,0.8565
19090,"Calcasieu", Louisiana  ,50259,0.7813
19110,"Cameron", Louisiana  ,50063,0.7813
52290,"Kenosha", Wisconsin  ,50253,1.0558
14570,"Lake", Illinois  ,50196,1.0558
3070,"Mohave", Arizona  ,50260,0.9760
10520,"Polk", Florida  ,29460,0.8262
39440,"Lancaster", Pennsylvania  ,29540,0.9452
23180,"Clinton", Michigan  ,29620,1.0065
23220,"Eaton", Michigan  ,29620,1.0065
23320,"Ingham", Michigan  ,29620,1.0065
45953,"Webb", Texas  ,29700,0.7486
32060,"Dona Ana", New Mexico  ,29740,0.9044
29010,"Clark", Nevada  ,29820,1.2076
17220,"Douglas", Kansas  ,29940,0.8676
37150,"Comanche", Oklahoma  ,30020,0.8351
39460,"Lebanon", Pennsylvania  ,30140,0.7994
50010,"Asotin", Washington  ,50153,0.9326
13340,"Nez Perce", Idaho  ,50028,0.9326
20000,"Androscoggin", Maine  ,30340,0.9178
18080,"Bourbon", Kentucky,30460,0.9023
18240,"Clark", Kentucky,30460,0.9023
18330,"Fayette", Kentucky,30460,0.9023
18560,"Jessamine", Kentucky,30460,0.9023
18977,"Scott", Kentucky,30460,0.9023
18992,"Woodford", Kentucky,30460,0.9023
36010,"Allen", Ohio,30620,0.9226
28540,"Lancaster", Nebraska  ,50264,0.9726
28790,"Seward", Nebraska  ,50084,0.9726
4220,"Faulkner", Arkansas  ,50265,0.8595
4260,"Grant", Arkansas  ,50011,0.8595
4420,"Lonoke", Arkansas  ,50265,0.8595
4520,"Perry", Arkansas  ,50011,0.8595
4590,"Pulaski", Arkansas  ,50265,0.8595
4620,"Saline", Arkansas  ,50265,0.8595
46020,"Cache", Utah  ,50141,0.8456
13200,"Franklin", Idaho  ,50029,0.8456
