FIELD_NAME,LENGTH,START_POSITION,END_POSITION,RFA_1,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,DEFAULT_VALUE,DATA_TYPE,FIELD_DESCRIPTION,CONSISTENCY,APPLICABLE_CONDITION_EXPRESSION,DISPLAY_VALUE
M0016_BRANCH_ID,10,147,156,true,false,true,true,true,true,true,true,true,false,,,(M0016) Branch ID (Optional),"*1.  The following rules apply to M0016_BRANCH_ID:   a.  If the assessment was performed by an HHA which has no branches or by a subunit which has no branches, then M0016_BRANCH_ID  must contain the following: ""N         "" (N followed by 9 spaces).  This indicates that the assessment was completed by an HHA or subunit which has no branches.     b.  If the assessment was performed by the home office of an HHA which has branches or by the home office of a subunit which has branches, then M0016_BRANCH_ID must contain the following: ""P         "" (P  followed by 9 spaces).  This indicates that the assessment was completed by the home office (an HHA parent or subunit -- not a branch).   c.  If the assessment was performed by a branch, then M0016_BRANCH_ID  must contain a standard branch ID.  It must contain numbers or uppercase letters in bytes 1 and 2, Q in byte 3, numbers or uppercase letters in bytes 4 through 7, and numbers in bytes 8 through 10.   d.  If M0016_BRANCH_ID  does not contain a standard branch ID, ""N         "", or ""P         "", a fatal error will result and the record will be rejected.   e.  If a standard branch ID (i.e., not N or P) is submitted, then it will be checked against the system table of the HHA’s or subunit’s current and past branch IDs.  If the submitted branch ID does not match the list of current IDs but does match a past branch ID, then a warning will be issued and the assessment record will be accepted.  If the submitted branch ID does not match a current or past branch ID, then the assessment record will be rejected (i.e., it will result in a fatal error).  f.  If a standard branch ID (i.e., not N or P) is submitted, then M0014_BRANCH_STATE cannot be blank.",,
M0020_PAT_ID,20,157,176,true,false,true,true,true,true,true,true,true,false,,,(M0020) Patient ID Number,"1.  Enter your agency""s patient identifying number, medical record number, or other ID for the patient, up to 20 characters.",,
M0030_START_CARE_DT,8,177,184,true,false,true,true,true,true,true,true,true,false,,,(M0030) Start of Care Date,*1. This date must match exactly M0030_START_CARE_DT on the assessment which is to be inactivated.,,
M0032_ROC_DT,8,185,192,true,false,true,true,true,true,true,true,true,false,,,(M0032) Resumption of Care Date,"1.  Leave blank (spaces) if no resumption of care date is applicable.  2.  See M0032_ROC_DT_NA consistency notes below.*3.  If M0100_ASSMT_REASON=03, then M0032_ROC_DT must contain a valid date and cannot precede 07-19-1999.*4.  If this field is not blank, it must be less than or equal to the current date.*5.  If this field is not blank, it must be earlier than or equal to each of the following dates (if the date listed below is not blank on the assessment):  -M0903_LAST_HOME_VISIT  -M0906_DC_TRAN_DTH_DT  -M0090_INFO_COMPLETED_DT6.  This field should bear the following relationships with other dates present in the record:   a.  If M0032_ROC_DATE is not blank and if M0100_ASSMT_REASON is equal to 03, then M0090_INFO_COMPLETED_DT minus M0032_ROC_DATE should be greater than or equal to zero and less than or equal to 2.   b.  If M1005_INP_DISCHARGE_DT is not blank and if M0100_ASSMT_REASON=03, then M0032_ROC_DT minus M1005_INP_DISCHARGE_DT should be greater than or equal to zero and less than or equal to 14.",,
M0032_ROC_DT_NA,1,193,193,true,false,true,true,true,true,true,true,true,false,0,,(M0032) No Resumption of Care Date,"*1.  If M0032_ROC_DT_NA=0 then M0032_ROC_DT cannot be blank.*2.  If M0032_ROC_DT_NA=1 then M0032_ROC_DT must be blank.*3.  If M0100_ASSMT_REASON=01, then M0032_ROC_DT_NA must be 1.*4.  If M0100_ASSMT_REASON=03, then M0032_ROC_DT_NA must be 0.",,NA
M0040_PAT_FNAME,12,194,205,true,false,true,true,true,true,true,true,true,false,,,"(M0040) Patient""s First Name","1.  This field should match M0040_PAT_FNAME on the assessment which is to be inactivated.*2.  If MASK_VERSION_CD is blank, M0040_PAT_FNAME must not be masked.*3.  If MASK_VERSION_CD is not blank and if the unmasked version of M0040_PAT_FNAME is not blank, then M0040_PAT_FNAME must be masked.  If the unmasked version of M0040_PAT_FNAME is blank, the field should not be masked regardless of the value of MASK_VERSION_CD.",,
M0040_PAT_MI,1,206,206,true,false,true,true,true,true,true,true,true,false,,,"(M0040) Patient""s Middle Initial",1.  Blank (space) if patient does not have a middle name.,,
M0040_PAT_LNAME,18,207,224,true,false,true,true,true,true,true,true,true,false,,,"(M0040) Patient""s Last Name",*1.  Cannot be blank.,,
M0040_PAT_SUFFIX,3,225,227,true,false,true,true,true,true,true,true,true,false,,,"(M0040) Patient""s Suffix",1.  Blank (space) if patient does not have a name suffix.,,
M0050_PAT_ST,2,228,229,true,false,true,true,true,true,true,true,true,false,,,(M0050) Patient State of Residence,,,
M0060_PAT_ZIP,11,230,240,true,false,true,true,true,true,true,true,true,false,,,(M0060) Patient Zip Code,*1.  This field cannot be blank.*2.  Bytes 1 through 5 must contain numbers (0 through 9).  Bytes 6 through 9 must contain numbers (0 through 9) or blanks.  Bytes 10 through 11 must contain blanks.,,
M0063_MEDICARE_NUM,12,241,252,true,false,true,true,true,true,true,true,true,false,,,"(M0063)Medicare Number, Including Suffix","1.  Leave blank if patient does not have a Medicare number.2.  See M0063_MEDICARE_NA consistency notes below.*3.  M0063_MEDICARE_NUM must conform with the following rules:   a.  It must be alphanumeric with no embedded dashes or spaces.   b.  If the first character is numeric (0 through 9), then the first 9 characters must be numeric.   c.  If the first character is a letter, then there must be 1 to 3 alphabetic characters followed by 6 or 9 numbers followed by spaces up to the field length of 12.   d.  It must not equal any of the following values: 111111111, 333333333, 999999999, 123456789.",,
M0063_MEDICARE_NA,1,253,253,true,false,true,true,true,true,true,true,true,false,0,,(M0063) No Medicare Number,"*1.  If M0063_MEDICARE_NA=0, then M0063_MEDICARE_NUM cannot be blank.  *2.  If M0063_MEDICARE_NA=1, then M0063_MEDICARE_NUM must be blank.",,NA
M0064_SSN,9,254,262,true,false,true,true,true,true,true,true,true,false,,,"(M0064) Patient""s Social Security Number","1. This field should match M0064_SSN on the assessment which is to be inactivated.*2.  If MASK_VERSION_CD is blank, M0064_SSN must not be masked.*4.  If MASK_VERSION_CD is not blank and if the unmasked version of M0064_SSN is not blank, then M0064_SSN must be masked.",,
M0064_SSN_UK,1,263,263,true,false,true,true,true,true,true,true,true,false,0,,(M0064) No Social Security Number,"*1.  If M0064_SSN_UK=0, then M0064_SSN cannot be blank.  *2.  If M0064_SSN_UK=1, then M0064_SSN must be blank.",,UK
M0065_MEDICAID_NUM,14,264,277,true,false,true,true,true,true,true,true,true,false,,,(M0065) Medicaid Number,1.  Leave blank (spaces) if patient does not have a Medicaid number.2.  See M0065_MEDICAID_NA consistency notes below.,,
M0065_MEDICAID_NA,1,278,278,true,false,true,true,true,true,true,true,true,false,0,,(M0065) No Medicaid Number,"*1.  If M0065_MEDICAID_NA=0, then M0065_MEDICAID_NUM cannot be blank.  *2.  If M0065_MEDICAID_NA=1, then M0065_MEDICAID_NUM must be blank.",,NA
M0066_PAT_BIRTH_DT,8,279,286,true,false,true,true,true,true,true,true,true,false,,,(M0066) Date of Birth,"*1.  If this field is not filled with dashes, it must be less than the current date (see consistency note #4, below).*2.  If this field is not filled with dashes, it must be no more than 140 years prior to the current date.*3.  If this field is not filled with dashes, it must be earlier than or equal to each of the following dates (if the date listed below is not blank on the assessment):  -M0030_START_CARE_DT  -M0032_ROC_DATE  -M0090_INFO_COMPLETED_DT  -M0903_LAST_HOME_VISIT  -M0906_DC_TRAN_DTH_DT  -M1005_INP_DISCHARGE_DT*4.  Assessments must not be submitted to the State if the patient was less than 18 years of age at the time the assessment was completed (as determined by comparing M0066_PAT_BIRTH_DT with M0090_INFO_COMPLETED_DT).  Age should be tested in the following way:   a.  If  M0066_PAT_BIRTH_DT is completely filled with dashes, age cannot be computed and this consistency check does not apply.   b.  If the month in M0066_PAT_BIRTH_DT is filled with spaces, replace the month with ""12"" for the purpose of calculating age.   c.  If the day in M0066_PAT_BIRTH_DT is filled with spaces, replace the day with the last day of the month for the purpose of calculating age.   d.  Provisionally compute age (in years) by subtracting the year in M0066_PAT_BIRTH_DT from the year in M0090_INFO_COMPLETED_DT.   e.  If the month in M0090_INFO_COMPLETED_DT is less than  the month in M0066_PAT_BIRTH_DT, then subtract 1 from the provisional age computed in (d) above.   f.  If the month in M0090_INFO_COMPLETED_DT is equal to the month in M0066_PAT_BIRTH_DT and if the day in M0090_INFO_COMPLETED_DT is less than the day in M0066_PAT_BIRTH_DT, then subtract 1 from the provisional age computed in (d) above.   g.  If the age, as calculated above, is less than 18, the assessment must not be submitted (I.e., it will be rejected).",,
ITEM_FILLER1,1,287,287,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
M0069_PAT_GENDER,1,288,288,true,false,true,true,true,true,true,true,true,false,,,(M0069) Gender,1.  This field should match M0069_PAT_GENDER on the assessment which is to be inactivated.,,
M0018_PHYSICIAN_ID,10,289,298,true,false,true,true,true,true,true,true,true,false,,,(M0018) Primary Referring Physician National Provider ID (NPI),"1.  Leave blank (spaces) if a referring physician National Provider ID (NPI) is not applicable.*2.  If a non-blank value is submitted in M0018_PHYSICIAN_ID, it must conform with the format info above (i.e., it must consist of 10 digits with no embedded spaces or blanks).3.  See M0018_PHYSICIAN_UK consistency notes below.",,
M0018_PHYSICIAN_UK,1,299,299,true,false,true,true,true,true,true,true,true,false,0,,(M0018) Primary Referring Physician NPI: Unknown,"*1.  If M0018_PHYSICIAN_UK=0, then M0018_PHYSICIAN_ID cannot be blank.  *2.  If M0018_PHYSICIAN_UK=1, then M0018_PHYSICIAN_ID must be blank.",,UK
M0080_ASSESSOR_DISCIPLINE,2,300,301,true,false,true,true,true,true,true,true,true,false,,,(M0080) Discipline of Person Completing Assessment,,,
M0090_INFO_COMPLETED_DT,8,302,309,true,false,true,true,true,true,true,true,true,false,,,(M0090) Date Assessment Completed,*1. This field must match M0090_INFO_COMPLETED_DT on the assessment which is to be inactivated.,,
M0100_ASSMT_REASON,2,310,311,true,false,true,true,true,true,true,true,true,false,,,(M0100) Reason for Assessment,*1.  M0100_ASSMT_REASON cannot be blank.,,
M0140_ETHNIC_AI_AN,1,312,312,true,false,true,false,false,false,false,false,false,false,0,,(M0140) Race/Ethnicity: American Indian or Alaska Native,*1.  At least one item from M0140_ETHNIC_AI_AN through M0140_ETHNIC_WHITE must be equal to 1.,,1
M0140_ETHNIC_ASIAN,1,313,313,true,false,true,false,false,false,false,false,false,false,0,,(M0140) Race/Ethnicity: Asian,*1.  At least one item from M0140_ETHNIC_AI_AN through M0140_ETHNIC_WHITE must be equal to 1.,,2
M0140_ETHNIC_BLACK,1,314,314,true,false,true,false,false,false,false,false,false,false,0,,(M0140) Race/Ethnicity: Black or African-American,*1.  At least one item from M0140_ETHNIC_AI_AN through M0140_ETHNIC_WHITE must be equal to 1.,,3
M0140_ETHNIC_HISP,1,315,315,true,false,true,false,false,false,false,false,false,false,0,,(M0140) Race/Ethnicity: Hispanic or Latino,*1.  At least one item from M0140_ETHNIC_AI_AN through M0140_ETHNIC_WHITE must be equal to 1.,,4
M0140_ETHNIC_NH_PI,1,316,316,true,false,true,false,false,false,false,false,false,false,0,,(M0140) Race/Ethnicity: Native Hawaiian or Pacific Islander,*1.  At least one item from M0140_ETHNIC_AI_AN through M0140_ETHNIC_WHITE must be equal to 1.,,5
M0140_ETHNIC_WHITE,1,317,317,true,false,true,false,false,false,false,false,false,false,0,,(M0140) Race/Ethnicity: White,*1.  At least one item from M0140_ETHNIC_AI_AN through M0140_ETHNIC_WHITE must be equal to 1.,,6
ITEM_FILLER13,1,318,318,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
M0150_CPAY_NONE,1,319,319,true,false,true,true,true,true,true,true,true,false,0,,(M0150) Current Payment Sources for Home Care: None; no charge for current services,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,0
M0150_CPAY_MCARE_FFS,1,320,320,true,false,true,true,true,true,true,true,true,false,0,,(M0150) Current Payment Sources for Home Care: Medicare Traditional Fee-for-Service,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,1
M0150_CPAY_MCARE_HMO,1,321,321,true,false,true,true,true,true,true,true,true,false,0,,(M0150) Current Payment Sources for Home Care: Medicare HMO/Managed Care,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,2
M0150_CPAY_MCAID_FFS,1,322,322,true,false,true,true,true,true,true,true,true,false,0,,(M0150)Current Payment Sources for Home Care: Medicaid Traditional Fee-for-Service,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,3
M0150_CPAY_MCAID_HMO,1,323,323,true,false,true,true,true,true,true,true,true,false,0,,(M0150) Current Payment Sources for Home Care: Medicaid HMO/Managed Care,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,4
M0150_CPAY_WRKCOMP,1,324,324,true,false,true,true,true,true,true,true,true,false,0,,"(M0150) Current Payment Sources for Home Care: Worker""s Compensation","*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,5
M0150_CPAY_TITLEPGMS,1,325,325,true,false,true,true,true,true,true,true,true,false,0,,(M0150) Current Payment Sources for Home Care: Title Programs,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,6
M0150_CPAY_OTH_GOVT,1,326,326,true,false,true,true,true,true,true,true,true,false,0,,(M0150) Current Payment Sources for Home Care: Other Government,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,7
M0150_CPAY_PRIV_INS,1,327,327,true,false,true,true,true,true,true,true,true,false,0,,(M0150) Current Payment Sources for Home Care: Private Insurance,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,8
M0150_CPAY_PRIV_HMO,1,328,328,true,false,true,true,true,true,true,true,true,false,0,,(M0150) Current Payment Sources for Home Care: Private HMO/Managed Care,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,9
M0150_CPAY_SELFPAY,1,329,329,true,false,true,true,true,true,true,true,true,false,0,,(M0150) Current Payment Sources for Home Care: Self-Pay,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,10
M0150_CPAY_OTHER,1,330,330,true,false,true,true,true,true,true,true,true,false,0,,(M0150) Current Payment Sources for Home Care: Other,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,11
M0150_CPAY_UK,1,331,331,true,false,true,false,false,false,false,false,false,false,0,,(M0150) Current Payment Sources for Home Care: Unknown,"*1.  If M0150_CPAY_MCARE_FFS=0  and M0150_CPAY_MCARE_HMO=0 and M0150_CPAY_MCAID_FFS=0 and M0150_CPAY_MCAID_HMO=0, then the patient""s care is not paid by Medicare or Medicaid and the assessment will be rejected if it is submitted.  *2.  Assessments will only be accepted by the Submission System if M0150_CPAY_MCARE_FFS=1 or M0150_CPAY_MCARE_HMO=1 or M0150_CPAY_MCAID_FFS=1 or M0150_CPAY_MCAID_HMO=1.*3. Both M0150_CPAY_NONE and M0150_CPAY_UK must be equal to 0 (zero).",,UK
ITEM_FILLER2,6,332,337,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
ITEM_FILLER3,5,338,342,false,false,false,false,false,false,false,false,false,false,,,Item Filler,,,
M1005_INP_DISCHARGE_DT,8,343,350,true,false,true,false,false,false,false,false,false,false,,,(M1005) Most Recent Inpatient Discharge Date,"*1.  If M1000_DC_NONE_14_DA = 1, then M1005_INP_DISCHARGE_DT through M1012_INP_UK_ICD must be skipped (blank); otherwise the following rules apply.*2.  M1005_INP_DISCHARGE_DT must be a valid date or M1005_INP_DSCHG_UNKNOWN must be 1.*3.  If M1005_INP_DSCHG_UNKNOWN=1, then M1005_INP_DISCHARGE_DT must be blank.*4.  If this field is not blank, it must contain a valid date and it must be less than or equal to the current date.5.  This field should bear the following relationships with other dates present in the record:   a.  If M1005_INP_DISCHARGE_DT is not blank and if M0100_ASSMT_REASON=01, then M0030_START_CARE_DT minus M1005_INP_DISCHARGE_DT should be greater than or equal to zero and less than or equal to 14.   b.  If M1005_INP_DISCHARGE_DT is not blank and if M0100_ASSMT_REASON=03, then M0032_ROC_DT minus M1005_INP_DISCHARGE_DT should be greater than or equal to zero and less than or equal to 14.*6.  If this field is not blank and if M0032_ROC_DT is blank, then M1005_INP_DISCHARGE_DT must be earlier than or equal to each of the following dates (if the date listed below is not blank on the assessment):  -M0030_START_CARE_DT  -M0090_INFO_COMPLETED_DT*7.  If this field is not blank and if M0032_ROC_DT is not blank, then M1005_INP_DISCHARGE_DT must be earlier than or equal to each of the following dates (if the date listed below is not blank on the assessment):  -M0032_ROC_DT  -M0090_INFO_COMPLETED_DT",,
